# verdadeiro, estimado, distancia, estimulo
20, -24.8189, 0, Pavao_azim_beep500Hz_25out2023_itld_beep500Hz_silencio_20.wav
-40, -58.9136, -0.00295858, Pavao_azim_beep500Hz_25out2023_itd_beep500Hz_silencio_-40.wav
-60, -75.2089, -0.000986193, Pavao_azim_beep500Hz_25out2023_itld_rev_beep500Hz_silencio_-60.wav
60, 40.1114, 0.726824, Pavao_azim_beep500Hz_25out2023_beep500Hz_silencio_60.wav
-40, -53.649, -0.00197239, Pavao_azim_beep500Hz_25out2023_itld_beep500Hz_silencio_-40.wav
-60, -67.9387, -0.000986193, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_-60.wav
-20, -25.571, 0.766272, Pavao_azim_beep500Hz_25out2023_beep500Hz_silencio_-20.wav
-50, -66.4345, 0.00197239, Pavao_azim_beep500Hz_25out2023_itld_rev_beep500Hz_silencio_-50.wav
-40, -65.1811, 0, Pavao_azim_beep500Hz_25out2023_itld_rev_beep500Hz_silencio_-40.wav
-20, -28.078, 0.000986193, Pavao_azim_beep500Hz_25out2023_itld_beep500Hz_silencio_-20.wav
50, -10.7799, -0.000986193, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_50.wav
50, 32.0891, 0, Pavao_azim_beep500Hz_25out2023_itd_beep500Hz_silencio_50.wav
-60, -73.2033, -0.000986193, Pavao_azim_beep500Hz_25out2023_itld_beep500Hz_silencio_-60.wav
-70, -83.7326, -0.000986193, Pavao_azim_beep500Hz_25out2023_itld_beep500Hz_silencio_-70.wav
-30, -41.6156, -0.00295858, Pavao_azim_beep500Hz_25out2023_itld_rev_beep500Hz_silencio_-30.wav
-10, -6.7688, -0.00295858, Pavao_azim_beep500Hz_25out2023_itd_beep500Hz_silencio_-10.wav
10, 27.8273, -0.00295858, Pavao_azim_beep500Hz_25out2023_itld_beep500Hz_silencio_10.wav
-30, -24.3175, -0.00197239, Pavao_azim_beep500Hz_25out2023_itd_beep500Hz_silencio_-30.wav
-40, -24.0669, -0.00295858, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_-40.wav
70, 14.2897, -0.00197239, Pavao_azim_beep500Hz_25out2023_itd_beep500Hz_silencio_70.wav
60, 38.3565, -0.000986193, Pavao_azim_beep500Hz_25out2023_itld_beep500Hz_silencio_60.wav
-80, -51.3928, -0.00394477, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_-80.wav
40, 38.1058, -0.00295858, Pavao_azim_beep500Hz_25out2023_itld_rev_beep500Hz_silencio_40.wav
-30, -47.883, -0.00295858, Pavao_azim_beep500Hz_25out2023_itld_rev_beep500Hz_silencio_-30.wav
-50, -28.8301, -0.00394477, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_-50.wav
-70, -73.9554, -0.000986193, Pavao_azim_beep500Hz_25out2023_itld_beep500Hz_silencio_-70.wav
-50, -39.61, 0.800789, Pavao_azim_beep500Hz_25out2023_beep500Hz_silencio_-50.wav
40, 41.6156, 0.81854, Pavao_azim_beep500Hz_25out2023_beep500Hz_silencio_40.wav
30, 8.77437, -0.00197239, Pavao_azim_beep500Hz_25out2023_itld_beep500Hz_silencio_30.wav
40, 8.52368, -0.00295858, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_40.wav
-50, 40.3621, -0.00197239, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_-50.wav
60, 40.3621, -0.00197239, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_60.wav
-60, 22.312, 0, Pavao_azim_beep500Hz_25out2023_itd_beep500Hz_silencio_-60.wav
-20, 35.0975, 0, Pavao_azim_beep500Hz_25out2023_itd_beep500Hz_silencio_-20.wav
-50, -31.8384, -0.00197239, Pavao_azim_beep500Hz_25out2023_itld_beep500Hz_silencio_-50.wav
70, 41.1142, 0.760355, Pavao_azim_beep500Hz_25out2023_beep500Hz_silencio_70.wav
60, 56.6574, -0.00197239, Pavao_azim_beep500Hz_25out2023_itld_rev_beep500Hz_silencio_60.wav
-80, -40.8635, 0.741617, Pavao_azim_beep500Hz_25out2023_beep500Hz_silencio_-80.wav
-30, 36.1003, -0.00197239, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_-30.wav
-70, -49.1365, 0.687377, Pavao_azim_beep500Hz_25out2023_beep500Hz_silencio_-70.wav
40, 39.61, -0.00197239, Pavao_azim_beep500Hz_25out2023_itd_beep500Hz_silencio_40.wav
-40, -27.8273, -0.00295858, Pavao_azim_beep500Hz_25out2023_beep500Hz_silencio_-40.wav
10, 32.5905, 0.7643, Pavao_azim_beep500Hz_25out2023_beep500Hz_silencio_10.wav
50, 58.4123, 0, Pavao_azim_beep500Hz_25out2023_itd_beep500Hz_silencio_50.wav
-70, -44.624, -0.000986193, Pavao_azim_beep500Hz_25out2023_itld_rev_beep500Hz_silencio_-70.wav
-80, -67.4373, 0, Pavao_azim_beep500Hz_25out2023_beep500Hz_silencio_-80.wav
20, 32.0891, -0.00197239, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_20.wav
-40, -26.3231, -0.00197239, Pavao_azim_beep500Hz_25out2023_itd_beep500Hz_silencio_-40.wav
40, 39.61, -0.00295858, Pavao_azim_beep500Hz_25out2023_itd_beep500Hz_silencio_40.wav
-80, -6.01671, -0.00197239, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_-80.wav
50, -6.01671, -0.00295858, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_50.wav
-10, 23.3148, -0.000986193, Pavao_azim_beep500Hz_25out2023_itd_beep500Hz_silencio_-10.wav
-60, -51.8942, -0.00295858, Pavao_azim_beep500Hz_25out2023_beep500Hz_silencio_-60.wav
-50, -64.429, 0.761341, Pavao_azim_beep500Hz_25out2023_beep500Hz_silencio_-50.wav
-30, -29.5822, -0.00295858, Pavao_azim_beep500Hz_25out2023_itld_beep500Hz_silencio_-30.wav
40, 32.5905, -0.00295858, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_40.wav
0, 21.5599, 0.728797, Pavao_azim_beep500Hz_25out2023_beep500Hz_silencio_0.wav
-80, -42.6184, -0.00197239, Pavao_azim_beep500Hz_25out2023_itld_rev_beep500Hz_silencio_-80.wav
60, 51.8942, -0.00197239, Pavao_azim_beep500Hz_25out2023_itld_rev_beep500Hz_silencio_60.wav
60, 20.5571, -0.000986193, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_60.wav
50, 39.3593, 0.708087, Pavao_azim_beep500Hz_25out2023_beep500Hz_silencio_50.wav
-50, -39.3593, -0.00197239, Pavao_azim_beep500Hz_25out2023_itld_rev_beep500Hz_silencio_-50.wav
20, -1.50418, -0.00295858, Pavao_azim_beep500Hz_25out2023_itd_beep500Hz_silencio_20.wav
40, 32.5905, -0.00295858, Pavao_azim_beep500Hz_25out2023_itld_beep500Hz_silencio_40.wav
30, 54.9025, -0.00295858, Pavao_azim_beep500Hz_25out2023_itld_beep500Hz_silencio_30.wav
10, 37.1031, -0.00394477, Pavao_azim_beep500Hz_25out2023_itld_rev_beep500Hz_silencio_10.wav
70, 65.9331, -0.00197239, Pavao_azim_beep500Hz_25out2023_itld_rev_beep500Hz_silencio_70.wav
-60, -33.5933, -0.00295858, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_-60.wav
-70, -65.6825, 0.671598, Pavao_azim_beep500Hz_25out2023_beep500Hz_silencio_-70.wav
-70, -34.8468, -0.00197239, Pavao_azim_beep500Hz_25out2023_itld_rev_beep500Hz_silencio_-70.wav
0, 4.51253, -0.000986193, Pavao_azim_beep500Hz_25out2023_itld_rev_beep500Hz_silencio_0.wav
-70, -59.1643, 0.00493097, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_-70.wav
50, 46.3788, 0.851085, Pavao_azim_beep500Hz_25out2023_beep500Hz_silencio_50.wav
40, 64.429, -0.000986193, Pavao_azim_beep500Hz_25out2023_itld_beep500Hz_silencio_40.wav
30, 31.337, -0.00197239, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_30.wav
60, 31.5877, -0.00394477, Pavao_azim_beep500Hz_25out2023_ild_beep500Hz_silencio_60.wav
-60, -41.1142, -0.000986193, Pavao_azim_beep500Hz_25out2023_itld_beep500Hz_silencio_-60.wav
50, 45.6267, -0.00295858, Pavao_azim_beep500Hz_25out2023_itd_beep500Hz_silencio_50.wav
