# verdadeiro, estimado, distancia, estimulo
-60, -47.2075, 0.800197, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_-60.wav
15, 47.2075, 1, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_15.wav
0, 24.1132, -0.000984252, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_0.wav
-90, 39.0566, -0.00295276, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_-90.wav
15, 45.6226, 1, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_15.wav
30, 63.0566, 0.758858, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_30.wav
-30, -9.84906, 0.903543, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_-30.wav
-15, 11.8868, 0.820866, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_-15.wav
0, 35.6604, 0.753937, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_0.wav
15, 52.6415, 0.848425, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_15.wav
90, 82.7547, 0.798228, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_90.wav
30, 38.6038, -0.00295276, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_30.wav
-30, -6, 1, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_-30.wav
75, 73.6981, 0.801181, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_75.wav
15, 36.3396, -0.0019685, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_15.wav
30, 54, 0.999016, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_30.wav
-30, 3.0566, 0.728346, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_-30.wav
-45, -30.6792, 0.956693, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_-45.wav
-30, 19.8113, 0.956693, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_-30.wav
45, 61.2453, 0.846457, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_45.wav
90, 76.4151, 0.658465, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_90.wav
-90, -87.9623, 0.808071, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_-90.wav
45, 65.0943, 0.825787, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_45.wav
-90, -90.2264, 0.767717, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_-90.wav
45, 68.717, 0.866142, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_45.wav
0, 22.5283, 0.814961, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_0.wav
0, 35.8868, -0.00295276, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_0.wav
45, 68.2642, 0.772638, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_45.wav
-45, 6.67925, 0.912402, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_-45.wav
-15, 24.3396, 1, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_-15.wav
-60, 29.0943, -0.0019685, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_-60.wav
0, 44.4906, -0.0019685, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_0.wav
-60, -72.566, 0.787402, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_-60.wav
-75, -45.1698, 0.867126, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_-75.wav
45, 73.9245, 0.82185, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_45.wav
-45, -19.1321, 0.876969, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_-45.wav
15, 52.4151, 0.840551, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_15.wav
15, 42, 1, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_15.wav
15, 54.2264, 0.999016, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_15.wav
75, 83.8868, 0.795276, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_75.wav
-30, 14.6038, -0.0019685, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_-30.wav
-45, -33.1698, 0.792323, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_-45.wav
0, 26.6038, 0.998031, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_0.wav
45, 71.434, 0.742126, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_45.wav
60, 62.1509, 0.819882, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_60.wav
15, 42, 0.88189, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_15.wav
45, 75.9623, 0.627953, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_45.wav
-75, -17.5472, 0.805118, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_-75.wav
45, 60.566, 0.965551, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_45.wav
-60, 2.60377, 0.831693, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_-60.wav
-30, 5.32075, 0.748031, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_-30.wav
-75, -87.283, 0.851378, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_-75.wav
75, 74.3774, 1, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_75.wav
-45, -10.3019, 0.885827, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_-45.wav
